review,sentiment,Polaridad_Clustering,Topic_ID,Palabras_Clave,location,gender,date
Awesome doesn't support gionie,positivo,positivo,2,"android, devices, platform, syncs, support, clear, feature, sweet, affordable, access","Quito, Ecuador",female,2017-11-19
Very good app,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Ho Chi Minh City, Vietnam",male,2016-02-12
I love apple music,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Kumasi, Ghana",male,2016-07-08
Play pause should be fading,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Cairo, Egypt",male,2016-09-12
"Recommended app for music... No bugs, no glitches and runs very smooth on all devices. Lots of game-changing features like lyrics and shuffle play exists which improves the UX of the app. Also, Overall UI of the app is clean, neat and modern as expected from Apple 😁. Experiencing an ad-free experience for listening music. Keep it up! @Apple team for bringing this app to Android.",positivo,positivo,3,"lossless, powerful, stable, regular, suggestions, personalized, choice, smooth, options, product","Córdoba, Argentina",female,2018-03-14
I love apple,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Adelaide, Australia",female,2018-03-31
Sound quality is next level,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Santiago, Chile",female,2018-01-20
The sound quality and the App is Just awesome. It's better then the app on iphone,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Marseille, France",male,2015-09-13
Very good,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Shenzhen, China",male,2016-03-19
Good,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Frankfurt, Germany",male,2015-07-16
"Was a pain to use this app on Android earlier. Glad they've fixed the issue. Features like animating art, dolby atmos and lossless music, all are available on android as well. The only missing feature is that karaoke one when compared with an iOS device.",positivo,positivo,2,"android, devices, platform, syncs, support, clear, feature, sweet, affordable, access","Washington DC, United States",male,2016-09-19
"Too many bugs, it's almost impossible to use this app these days, one issue after the other. You'd expect a company like Apple would have resolved this by now. I guess they don't care much about Android users. I'm so close to moving to Spotify.",positivo,positivo,5,"voice, lyrics, commands, device, android, services, users, bugs, complaints, trial","Brasília, Brazil",female,2017-12-05
This best,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Christchurch, New Zealand",female,2018-06-19
I would like to know about the Apple music app .and more information about the Apple music app ..I am interested to use it also I really appreciate it too use it,positivo,positivo,5,"voice, lyrics, commands, device, android, services, users, bugs, complaints, trial","Tunis, Tunisia",male,2016-05-10
The Best,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Córdoba, Argentina",female,2018-03-19
I love it,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Monterrey, Mexico",female,2017-10-25
Its the dollar value to audio quality bit rate that sets Apple Music apart from the rest,positivo,positivo,4,"player, download, hires, selection, useful, reliable, india, rate, interesting, fine","Quito, Ecuador",female,2018-03-19
Quality of music is great.,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Doha, Qatar",male,2016-02-23
good music streaming platform!,positivo,positivo,2,"android, devices, platform, syncs, support, clear, feature, sweet, affordable, access","Durban, South Africa",male,2016-06-24
Awesome and great,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Chicago, United States",male,2017-07-14
The very best!!!,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Cali, Colombia",female,2018-01-19
Don't find any problem with the android version but sometimes it takes time to load the songs after tapping it. Also give the android version karioke mode too in next update.,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Santiago, Chile",female,2018-01-13
Perfect app,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Vienna, Austria",male,2015-08-06
Good,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Ottawa, Canada",male,2017-05-28
Good,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Quebec City, Canada",male,2017-05-16
"Love Apple Music. It took me a little while to get used to, but now after listening it to more than three years, I have created several stations, created playlists for memorable occasions, and share with others. You will not be disappointed. It beats listening to the radio and replaced listening to CDs. I have found 95% of what I have searched for music wise.",positivo,positivo,4,"player, download, hires, selection, useful, reliable, india, rate, interesting, fine","Medellín, Colombia",female,2017-11-04
Best Music quality and UI experience 👍🏻,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Beijing, China",male,2016-01-10
I love Apple music it's the best,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Wellington, New Zealand",female,2018-03-29
"I am an avid Android user. I never liked the layout of iPhones, but iTunes is BY FAR the superior music app. That's why I'm really pleased that Apple Music for Android exists.",positivo,positivo,2,"android, devices, platform, syncs, support, clear, feature, sweet, affordable, access","Hobart, Australia",female,2018-06-10
I love this app so much..one of my best music streaming platforms,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Chennai, India",male,2016-04-06
"Great App, Easy to use 👍",positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Osaka, Japan",male,2016-03-01
"Always a fun time listening to the new songs, the old songs, and the suggested songs.",positivo,positivo,6,"time, service, phone, search, specific, android, family, recommendations, algorithm, convenient","Boston, United States",male,2017-05-12
amazing sound quality 😍,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Phoenix, United States",male,2016-10-04
Nice,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Algiers, Algeria",male,2016-07-24
Really good,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Busan, South Korea",male,2015-12-20
OMG. I LOVE APPLE MUSIC 🎵 I'm in a concert every day ❤️,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Lisbon, Portugal",male,2015-09-09
mid tier appademics,positivo,positivo,4,"player, download, hires, selection, useful, reliable, india, rate, interesting, fine","Prague, Czech Republic",male,2015-10-11
love the app and it's user interface in comparison to other major music streaming apps,positivo,positivo,1,"interface, clean, samsung, atmos, dolby, mixes, user, problem, money, offline","Chicago, United States",male,2016-11-10
this is so good zahir rajawat approves,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Brisbane, Australia",female,2018-06-06
The music streaming quality is awesome the lossless audio quality is superior 💥👌🏻,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Marseille, France",male,2015-11-23
Excellent,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Singapore, Singapore",male,2015-12-22
Simply put AWESOME!!!,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Seattle, United States",male,2017-03-14
best music app,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","San Francisco, United States",male,2017-04-17
oti kalytero,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Salvador, Brazil",female,2017-11-16
Animated Album art!!! best looking music player.,positivo,positivo,4,"player, download, hires, selection, useful, reliable, india, rate, interesting, fine","Warsaw, Poland",male,2015-06-30
good,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Alexandria, Egypt",male,2016-07-30
Best app for music lovers,positivo,positivo,6,"time, service, phone, search, specific, android, family, recommendations, algorithm, convenient","San Diego, United States",male,2016-11-28
Love it,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Tijuana, Mexico",male,2017-01-27
Good music app that works the majority of the time with very minimal bugs. However the inclusion of a sleep timer would be nice.,positivo,positivo,1,"interface, clean, samsung, atmos, dolby, mixes, user, problem, money, offline","Seattle, United States",female,2017-08-08
Nice,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Jacksonville, United States",male,2017-07-19
This is the entertainment app pls give attention to it 🤩😘😍🙏,positivo,positivo,3,"lossless, powerful, stable, regular, suggestions, personalized, choice, smooth, options, product","La Paz, Bolivia",female,2018-01-24
I’ve noticed that the interface looks clean and polished. That’s something I appreciate.,positivo,positivo,1,"interface, clean, samsung, atmos, dolby, mixes, user, problem, money, offline","Paris, France",male,2015-10-23
"For me, my music library syncs seamlessly across my devices. It works really well for me.",positivo,positivo,2,"android, devices, platform, syncs, support, clear, feature, sweet, affordable, access","Monterrey, Mexico",male,2016-12-31
"In my experience, audio quality sounds excellent. That’s something I appreciate.",positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Phoenix, United States",male,2017-05-04
"For me, i like the curated playlists and radio stations. It works really well for me.",positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Johannesburg, South Africa",male,2016-05-09
I’d say it integrates perfectly with my Apple devices. It makes listening more enjoyable.,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Shanghai, China",male,2016-01-30
"For me, managing my library feels powerful once you get used to it. It makes the experience better overall.",positivo,positivo,3,"lossless, powerful, stable, regular, suggestions, personalized, choice, smooth, options, product","Birmingham, United Kingdom",male,2015-07-09
"Honestly, search works well when looking for specific songs. It definitely stands out.",positivo,positivo,6,"time, service, phone, search, specific, android, family, recommendations, algorithm, convenient","Adelaide, Australia",female,2018-07-23
"In my experience, the app feels stable during regular use. It makes listening more enjoyable.",positivo,positivo,3,"lossless, powerful, stable, regular, suggestions, personalized, choice, smooth, options, product","Gold Coast, Australia",female,2018-05-11
"For me, i enjoy the personalized mixes and suggestions. It makes the experience better overall.",positivo,positivo,3,"lossless, powerful, stable, regular, suggestions, personalized, choice, smooth, options, product","Barcelona, Spain",male,2015-07-08
The best part is that it works smoothly with Siri and voice commands. It adds to the overall experience.,positivo,positivo,5,"voice, lyrics, commands, device, android, services, users, bugs, complaints, trial","Zurich, Switzerland",male,2015-07-28
What stands out is that the interface looks clean and polished.,positivo,positivo,1,"interface, clean, samsung, atmos, dolby, mixes, user, problem, money, offline","Medellín, Colombia",female,2018-01-18
"In my experience, my music library syncs seamlessly across my devices. It works really well for me.",positivo,positivo,2,"android, devices, platform, syncs, support, clear, feature, sweet, affordable, access","Wellington, New Zealand",female,2018-07-09
"Honestly, audio quality sounds excellent. It makes listening more enjoyable.",positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Santa Cruz, Bolivia",female,2017-12-17
"In my experience, i like the curated playlists and radio stations. It adds to the overall experience.",positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Kampala, Uganda",male,2016-07-29
I’d say it integrates perfectly with my Apple devices. It works really well for me.,positivo,positivo,2,"android, devices, platform, syncs, support, clear, feature, sweet, affordable, access","Toronto, Canada",female,2017-09-24
"For me, managing my library feels powerful once you get used to it. It makes the experience better overall.",positivo,positivo,3,"lossless, powerful, stable, regular, suggestions, personalized, choice, smooth, options, product","Seoul, South Korea",male,2016-01-01
What stands out is that search works well when looking for specific songs. It keeps things simple.,positivo,positivo,6,"time, service, phone, search, specific, android, family, recommendations, algorithm, convenient","Alexandria, Egypt",male,2016-09-11
The best part is that the app feels stable during regular use. It works really well for me.,positivo,positivo,3,"lossless, powerful, stable, regular, suggestions, personalized, choice, smooth, options, product","Marseille, France",male,2015-07-14
What stands out is that i enjoy the personalized mixes and suggestions. That’s something I appreciate.,positivo,positivo,3,"lossless, powerful, stable, regular, suggestions, personalized, choice, smooth, options, product","Busan, South Korea",male,2016-02-25
The best part is that it works smoothly with Siri and voice commands. It adds to the overall experience.,positivo,positivo,5,"voice, lyrics, commands, device, android, services, users, bugs, complaints, trial","Paris, France",male,2015-08-18
I’ve noticed that the interface looks clean and polished. It definitely stands out.,positivo,positivo,1,"interface, clean, samsung, atmos, dolby, mixes, user, problem, money, offline","Salvador, Brazil",female,2018-02-09
"Honestly, my music library syncs seamlessly across my devices. It adds to the overall experience.",positivo,positivo,2,"android, devices, platform, syncs, support, clear, feature, sweet, affordable, access","Chicago, United States",male,2017-02-02
One thing I like is that audio quality sounds excellent. That’s something I appreciate.,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Cancun, Mexico",male,2017-07-06
"Honestly, i like the curated playlists and radio stations. It makes the experience better overall.",positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Calgary, Canada",male,2016-12-21
"For me, it integrates perfectly with my Apple devices. It keeps things simple.",positivo,positivo,2,"android, devices, platform, syncs, support, clear, feature, sweet, affordable, access","Rome, Italy",male,2015-09-03
"Personally, managing my library feels powerful once you get used to it. It keeps things simple.",positivo,positivo,3,"lossless, powerful, stable, regular, suggestions, personalized, choice, smooth, options, product","Dublin, Ireland",male,2015-09-11
What stands out is that search works well when looking for specific songs. It definitely stands out.,positivo,positivo,6,"time, service, phone, search, specific, android, family, recommendations, algorithm, convenient","Riyadh, Saudi Arabia",male,2016-01-29
"So far, the app feels stable during regular use. It adds to the overall experience.",positivo,positivo,3,"lossless, powerful, stable, regular, suggestions, personalized, choice, smooth, options, product","Kampala, Uganda",male,2016-05-28
"Personally, i enjoy the personalized mixes and suggestions. It makes the experience better overall.",positivo,positivo,3,"lossless, powerful, stable, regular, suggestions, personalized, choice, smooth, options, product","San Antonio, United States",male,2016-12-13
One thing I like is that it works smoothly with Siri and voice commands. It adds to the overall experience.,positivo,positivo,5,"voice, lyrics, commands, device, android, services, users, bugs, complaints, trial","Phoenix, United States",male,2017-01-27
"For me, the interface looks clean and polished. That’s something I appreciate.",positivo,positivo,1,"interface, clean, samsung, atmos, dolby, mixes, user, problem, money, offline","Auckland, New Zealand",female,2018-06-22
"Personally, my music library syncs seamlessly across my devices. It makes listening more enjoyable.",positivo,positivo,2,"android, devices, platform, syncs, support, clear, feature, sweet, affordable, access","Kumasi, Ghana",male,2016-04-30
"For me, audio quality sounds excellent. That’s something I appreciate.",positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Addis Ababa, Ethiopia",male,2016-09-09
One thing I like is that i like the curated playlists and radio stations. It makes the experience better overall.,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Shenzhen, China",male,2016-02-29
One thing I like is that it integrates perfectly with my Apple devices. It makes listening more enjoyable.,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Guangzhou, China",male,2016-02-02
"Personally, managing my library feels powerful once you get used to it. It definitely stands out.",positivo,positivo,3,"lossless, powerful, stable, regular, suggestions, personalized, choice, smooth, options, product","Hobart, Australia",female,2018-04-04
I’d say search works well when looking for specific songs. It makes listening more enjoyable.,positivo,positivo,6,"time, service, phone, search, specific, android, family, recommendations, algorithm, convenient","Athens, Greece",male,2015-10-12
"For me, the app feels stable during regular use. That’s something I appreciate.",positivo,positivo,3,"lossless, powerful, stable, regular, suggestions, personalized, choice, smooth, options, product","Dublin, Ireland",male,2015-10-02
"For me, i enjoy the personalized mixes and suggestions. It works really well for me.",positivo,positivo,3,"lossless, powerful, stable, regular, suggestions, personalized, choice, smooth, options, product","Hamburg, Germany",male,2015-11-16
I’d say it works smoothly with Siri and voice commands. That’s something I appreciate.,positivo,positivo,5,"voice, lyrics, commands, device, android, services, users, bugs, complaints, trial","Dallas, United States",male,2017-05-16
"So far, the interface looks clean and polished. It makes the experience better overall.",positivo,positivo,1,"interface, clean, samsung, atmos, dolby, mixes, user, problem, money, offline","Quebec City, Canada",male,2017-02-09
I’d say my music library syncs seamlessly across my devices. It definitely stands out.,positivo,positivo,2,"android, devices, platform, syncs, support, clear, feature, sweet, affordable, access","Hobart, Australia",female,2018-04-28
"Personally, audio quality sounds excellent. That’s something I appreciate.",positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Auckland, New Zealand",female,2018-04-18
One thing I like is that i like the curated playlists and radio stations. It works really well for me.,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Tel Aviv, Israel",male,2016-03-26
I’d say it integrates perfectly with my Apple devices. It adds to the overall experience.,positivo,positivo,2,"android, devices, platform, syncs, support, clear, feature, sweet, affordable, access","Asunción, Paraguay",female,2017-12-10
I’d say managing my library feels powerful once you get used to it. It makes listening more enjoyable.,positivo,positivo,3,"lossless, powerful, stable, regular, suggestions, personalized, choice, smooth, options, product","Seattle, United States",male,2016-09-27
One thing I like is that search works well when looking for specific songs.,positivo,positivo,6,"time, service, phone, search, specific, android, family, recommendations, algorithm, convenient","Kampala, Uganda",male,2016-05-24
I’d say the app feels stable during regular use. It makes the experience better overall.,positivo,positivo,3,"lossless, powerful, stable, regular, suggestions, personalized, choice, smooth, options, product","Budapest, Hungary",male,2015-09-07
"Personally, i enjoy the personalized mixes and suggestions. It makes the experience better overall.",positivo,positivo,3,"lossless, powerful, stable, regular, suggestions, personalized, choice, smooth, options, product","Queenstown, New Zealand",female,2018-08-03
"For me, it works smoothly with Siri and voice commands. It works really well for me.",positivo,positivo,5,"voice, lyrics, commands, device, android, services, users, bugs, complaints, trial","Singapore, Singapore",male,2016-01-08
I’ve noticed that the interface looks clean and polished. It adds to the overall experience.,positivo,positivo,1,"interface, clean, samsung, atmos, dolby, mixes, user, problem, money, offline","Tunis, Tunisia",male,2016-07-02
"Honestly, my music library syncs seamlessly across my devices. It definitely stands out.",positivo,positivo,2,"android, devices, platform, syncs, support, clear, feature, sweet, affordable, access","Cancun, Mexico",female,2017-08-05
I’ve noticed that audio quality sounds excellent. It adds to the overall experience.,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Mexico City, Mexico",male,2017-04-26
"In my experience, i like the curated playlists and radio stations. It definitely stands out.",positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Tijuana, Mexico",male,2017-07-05
"For me, it integrates perfectly with my Apple devices. That’s something I appreciate.",positivo,positivo,2,"android, devices, platform, syncs, support, clear, feature, sweet, affordable, access","Cairo, Egypt",male,2016-08-03
"Honestly, managing my library feels powerful once you get used to it. It adds to the overall experience.",positivo,positivo,3,"lossless, powerful, stable, regular, suggestions, personalized, choice, smooth, options, product","Melbourne, Australia",female,2018-07-12
"For me, search works well when looking for specific songs. It adds to the overall experience.",positivo,positivo,6,"time, service, phone, search, specific, android, family, recommendations, algorithm, convenient","San Diego, United States",male,2017-01-23
What stands out is that the app feels stable during regular use. It works really well for me.,positivo,positivo,3,"lossless, powerful, stable, regular, suggestions, personalized, choice, smooth, options, product","Monterrey, Mexico",male,2017-01-05
I’ve noticed that i enjoy the personalized mixes and suggestions. It makes the experience better overall.,positivo,positivo,3,"lossless, powerful, stable, regular, suggestions, personalized, choice, smooth, options, product","Lagos, Nigeria",male,2016-07-15
The best part is that it works smoothly with Siri and voice commands. It makes listening more enjoyable.,positivo,positivo,5,"voice, lyrics, commands, device, android, services, users, bugs, complaints, trial","Busan, South Korea",male,2016-03-26
"So far, the interface looks clean and polished. It makes the experience better overall.",positivo,positivo,1,"interface, clean, samsung, atmos, dolby, mixes, user, problem, money, offline","Oslo, Norway",male,2015-11-05
"For me, my music library syncs seamlessly across my devices. It makes the experience better overall.",positivo,positivo,2,"android, devices, platform, syncs, support, clear, feature, sweet, affordable, access","Bangkok, Thailand",male,2016-02-23
What stands out is that audio quality sounds excellent. It definitely stands out.,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Kumasi, Ghana",male,2016-09-01
I’ve noticed that i like the curated playlists and radio stations. It adds to the overall experience.,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Manchester, United Kingdom",male,2015-10-09
The best part is that it integrates perfectly with my Apple devices. It works really well for me.,positivo,positivo,2,"android, devices, platform, syncs, support, clear, feature, sweet, affordable, access","Tijuana, Mexico",male,2017-05-06
"Honestly, managing my library feels powerful once you get used to it. It adds to the overall experience.",positivo,positivo,3,"lossless, powerful, stable, regular, suggestions, personalized, choice, smooth, options, product","Cali, Colombia",female,2018-02-23
I’ve noticed that search works well when looking for specific songs. It makes listening more enjoyable.,positivo,positivo,6,"time, service, phone, search, specific, android, family, recommendations, algorithm, convenient","Austin, United States",male,2016-12-13
"For me, the app feels stable during regular use. It works really well for me.",positivo,positivo,3,"lossless, powerful, stable, regular, suggestions, personalized, choice, smooth, options, product","Montreal, Canada",male,2017-02-23
"Honestly, i enjoy the personalized mixes and suggestions. It definitely stands out.",positivo,positivo,3,"lossless, powerful, stable, regular, suggestions, personalized, choice, smooth, options, product","Phoenix, United States",female,2017-09-26
"In my experience, it works smoothly with Siri and voice commands. It keeps things simple.",positivo,positivo,5,"voice, lyrics, commands, device, android, services, users, bugs, complaints, trial","Bogotá, Colombia",female,2018-02-19
"Personally, the interface looks clean and polished. It makes listening more enjoyable.",positivo,positivo,1,"interface, clean, samsung, atmos, dolby, mixes, user, problem, money, offline","Mexico City, Mexico",male,2017-07-23
I’ve noticed that my music library syncs seamlessly across my devices. It works really well for me.,positivo,positivo,2,"android, devices, platform, syncs, support, clear, feature, sweet, affordable, access","Ottawa, Canada",male,2016-11-22
One thing I like is that audio quality sounds excellent. It makes the experience better overall.,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Jerusalem, Israel",male,2015-11-26
I’d say i like the curated playlists and radio stations. That’s something I appreciate.,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Wellington, New Zealand",female,2018-05-17
"Personally, it integrates perfectly with my Apple devices. It definitely stands out.",positivo,positivo,2,"android, devices, platform, syncs, support, clear, feature, sweet, affordable, access","Houston, United States",female,2017-08-31
"Personally, managing my library feels powerful once you get used to it. That’s something I appreciate.",positivo,positivo,3,"lossless, powerful, stable, regular, suggestions, personalized, choice, smooth, options, product","Houston, United States",male,2017-06-02
One thing I like is that search works well when looking for specific songs. It works really well for me.,positivo,positivo,6,"time, service, phone, search, specific, android, family, recommendations, algorithm, convenient","San Jose, United States",male,2017-05-08
"So far, the app feels stable during regular use. That’s something I appreciate.",positivo,positivo,3,"lossless, powerful, stable, regular, suggestions, personalized, choice, smooth, options, product","Dublin, Ireland",male,2015-10-29
The best part is that i enjoy the personalized mixes and suggestions. That’s something I appreciate.,positivo,positivo,3,"lossless, powerful, stable, regular, suggestions, personalized, choice, smooth, options, product","Phuket, Thailand",male,2016-04-16
What stands out is that it works smoothly with Siri and voice commands. It adds to the overall experience.,positivo,positivo,5,"voice, lyrics, commands, device, android, services, users, bugs, complaints, trial","Los Angeles, United States",male,2017-01-26
"So far, the interface looks clean and polished. That’s something I appreciate.",positivo,positivo,1,"interface, clean, samsung, atmos, dolby, mixes, user, problem, money, offline","Jacksonville, United States",male,2016-09-24
"Personally, my music library syncs seamlessly across my devices. It makes listening more enjoyable.",positivo,positivo,2,"android, devices, platform, syncs, support, clear, feature, sweet, affordable, access","Montreal, Canada",male,2016-12-18
"For me, audio quality sounds excellent. That’s something I appreciate.",positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Seville, Spain",male,2015-07-17
"So far, i like the curated playlists and radio stations. It makes the experience better overall.",positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","San Antonio, United States",male,2016-12-14
"Personally, it integrates perfectly with my Apple devices. It adds to the overall experience.",positivo,positivo,2,"android, devices, platform, syncs, support, clear, feature, sweet, affordable, access","Delhi, India",male,2016-02-12
I’d say managing my library feels powerful once you get used to it.,positivo,positivo,3,"lossless, powerful, stable, regular, suggestions, personalized, choice, smooth, options, product","Denver, United States",male,2017-06-29
I’ve noticed that search works well when looking for specific songs. It definitely stands out.,positivo,positivo,6,"time, service, phone, search, specific, android, family, recommendations, algorithm, convenient","Monterrey, Mexico",female,2017-08-11
"So far, the app feels stable during regular use. It makes the experience better overall.",positivo,positivo,3,"lossless, powerful, stable, regular, suggestions, personalized, choice, smooth, options, product","Santa Cruz, Bolivia",female,2017-11-20
I’ve noticed that i enjoy the personalized mixes and suggestions. It makes the experience better overall.,positivo,positivo,3,"lossless, powerful, stable, regular, suggestions, personalized, choice, smooth, options, product","Marseille, France",male,2015-09-29
"In my experience, it works smoothly with Siri and voice commands. That’s something I appreciate.",positivo,positivo,5,"voice, lyrics, commands, device, android, services, users, bugs, complaints, trial","Tijuana, Mexico",male,2017-05-10
"For me, the interface looks clean and polished. That’s something I appreciate.",positivo,positivo,1,"interface, clean, samsung, atmos, dolby, mixes, user, problem, money, offline","Pretoria, South Africa",male,2016-08-03
"Honestly, my music library syncs seamlessly across my devices. It works really well for me.",positivo,positivo,2,"android, devices, platform, syncs, support, clear, feature, sweet, affordable, access","Windhoek, Namibia",male,2016-09-05
One thing I like is that audio quality sounds excellent. It adds to the overall experience.,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Kampala, Uganda",male,2016-07-06
I’ve noticed that i like the curated playlists and radio stations. That’s something I appreciate.,positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Calgary, Canada",female,2017-08-03
I’ve noticed that it integrates perfectly with my Apple devices. It definitely stands out.,positivo,positivo,2,"android, devices, platform, syncs, support, clear, feature, sweet, affordable, access","Osaka, Japan",male,2016-03-13
What stands out is that managing my library feels powerful once you get used to it. It makes the experience better overall.,positivo,positivo,3,"lossless, powerful, stable, regular, suggestions, personalized, choice, smooth, options, product","Phoenix, United States",female,2017-09-29
What stands out is that search works well when looking for specific songs. It keeps things simple.,positivo,positivo,6,"time, service, phone, search, specific, android, family, recommendations, algorithm, convenient","Copenhagen, Denmark",male,2015-10-04
One thing I like is that the app feels stable during regular use. It makes listening more enjoyable.,positivo,positivo,3,"lossless, powerful, stable, regular, suggestions, personalized, choice, smooth, options, product","Casablanca, Morocco",male,2016-09-08
What stands out is that i enjoy the personalized mixes and suggestions.,positivo,positivo,3,"lossless, powerful, stable, regular, suggestions, personalized, choice, smooth, options, product","Warsaw, Poland",male,2015-07-10
"Honestly, it works smoothly with Siri and voice commands. It definitely stands out.",positivo,positivo,5,"voice, lyrics, commands, device, android, services, users, bugs, complaints, trial","Adelaide, Australia",female,2018-08-22
I’ve noticed that the interface looks clean and polished. It works really well for me.,positivo,positivo,1,"interface, clean, samsung, atmos, dolby, mixes, user, problem, money, offline","Jeddah, Saudi Arabia",male,2016-04-06
"Personally, my music library syncs seamlessly across my devices.",positivo,positivo,2,"android, devices, platform, syncs, support, clear, feature, sweet, affordable, access","Chicago, United States",male,2017-04-03
"For me, audio quality sounds excellent. It makes the experience better overall.",positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","Calgary, Canada",female,2017-09-14
"Honestly, i like the curated playlists and radio stations. It makes the experience better overall.",positivo,positivo,0,"audio, curated, lossless, enjoyable, update, option, price, issue, problems, platforms","New York, United States",male,2017-02-09
What stands out is that it integrates perfectly with my Apple devices. That’s something I appreciate.,positivo,positivo,2,"android, devices, platform, syncs, support, clear, feature, sweet, affordable, access","Abu Dhabi, United Arab Emirates",male,2016-01-14
One thing I like is that managing my library feels powerful once you get used to it. It definitely stands out.,positivo,positivo,3,"lossless, powerful, stable, regular, suggestions, personalized, choice, smooth, options, product","Canberra, Australia",female,2018-07-23
I’d say search works well when looking for specific songs. It definitely stands out.,positivo,positivo,6,"time, service, phone, search, specific, android, family, recommendations, algorithm, convenient","Rabat, Morocco",male,2016-07-01
